,Unnamed: 0,Reviews,actionable_value
2683,6313,"Our Saturday night dinner was for an anniversary.  We were a party of 6.  It was our first visit, though most of us had heard of The Dal Rae.  We had reservations, smart move.  This place is packed and after dining here, I can totally understand why.  They start with a chilled relish tray and wonderful crusted bread.  We ordered cocktails and wine with dinner.  We started with Escargot, Mac-n-Cheese (as an appetizer - delicious), and Tomatoes and Onions. For dinner we ordered: Ribeye bone-in, New York Pepper Steak, Chilean Sea Bass &  Filet mignon combo, the Steak sandwich, and Frog Legs. Side choices included: Mashed potatoes, garlic mashed potatoes, baked potato, french fries and sliced tomatoes.  The garlic mashed potatoes, french fries and sliced tomatoes were excellent. As the only vegetarian, the Mac-n-Cheese was excellent as was the Grilled Asparagus and the Spinach sauteed in garlic. At the table, we also had creamed corn and a Caesar salad. The portions were huge. With dinner, they serve garlic cheese bread, yummy.  My sister, loved the Chilean Sea Bass so much that she took most of her steak home with her.  Our server said the Chilean Sea Bass had been on the menu for 40 years.  They have perfected it!  From where we sat, we could hear the live music from the bar and the entertainment was excellent!  Our only regret is that we didn't save room for dessert.  They did serve my parents a slice of lemon cake with a candle for their anniversary.  We passed the plate around, so we could all have a taste.  It was really good.  Our server, Michelle, provided excellent service and she added to our enjoyable evening.  We talked about making a trip here as a Family Tradition every year to kick-off the holidays.",0
2684,6314,Valet only. Great service. Friendly staff. Fun ambiance. Mediocre food. Inflated prices. I probably would not return or recommend.,1
2685,6315,Good food good atmosphere. Definitely a place  o check out. I ordered the New York steak. It was amazing! Best place to eat in the area. Definitely check them out!,1
2686,6316,"The Best Chilean Sea Bass I have ever tried in my life. I attended a Birthday Celebration and everyone in the table ordered something different and everyone was extremely happy. The pickles that they brink to your table are like no other.  The place is candle light good for a romantic dinner with that someone special. Drinks a good, Food is amazing and the service is excelente. I'll be back.",0
2687,6317,"Excellent meal. I had the steak Au poivre and it was perfectly done. My companions all had the sea bass and wow! Am I getting that the next time. I can't remember ever having a piece of fish that good. It was not a fast meal, took almost three hours but Dal Rae is not a place you go for a fast meal. A wonderful throw back to an earlier time when people would take their time at dinner.",0
2688,6318,"This place is a MUST GO TO!! Old school style and class, rat pack like erra. Relish trays on the table.Awesome food. the sea bass and peppered steak are to DIE FOR.. Beautiful during the holidays, great piano bar and style.. and did I mention the food is to die for.. we come here a few times a year and always for Christmas..Wish there were more places like this still around..",0
2689,6319,"Everything was awesome. The ambience, service and food were exceptional. I'll definitely be back again.",1
2690,6320,"Apparently,  management doesn't care about a bad review.  We have patronized dal are for over 40 years.  We have celebrated birthdays,  graduations, anniversaries here.  Never had we been so ignored and dismissed as we were for our 29th anniversary.   Staff was inattentive,  management did not stop at our table.   Food was lukewarm.",0
2691,6321,"Time honored classic restaurant. Yet to have a bad meal, even if something is not perfect on a visit. They always seems to be a server that makes up for the kitchens short comings and vice versa, a poor server is usually forgotten about with the classic plates.Defiantly a place to send the kids for a fine dining experience at a school dance.Prices are fair and portions are generous for a steak house.",0
2692,6322,"Had not been here for quite some time, but was in the area, so I checked it out.  No regrets!  This place has a  great variety and selection on their menu for all types.  Love the wedge, to the pepper crusted filet, cocktails and bread pudding dessert!  Great service and all fair priced.",0
2693,6323,What can I say best time I have had I a very long time. Came here to celebrate my girls birthday and we we both got steaks and omg they were delicious why Girl was in love at first bite and my prime ribs was massive and delicious will definitely come back for a romantic dinner once more and making reservations was so easy,0
2694,6324,"I've been here at least 4 times and they never fail to disappoint.  Why is this place so popular?  Steaks are so flavorless.  Same with their halibut.  Pasta is meehh..  Yeah, the ambiance sort of throws you back to the old days but that's not enough to disregard the food quality and flavor.  Why do I keep coming back?  This is where the company likes to hold their meetings.  Might as well get a steak sandwich from next door, Jack in the Box.Valet parking for everyone at $3.95.  What else?  Uhmm..  At night, they have someone play the piano and sing near the bar.  That's something worth mentioning.  Otherwise, just go to Ruth Chris' or better yet, go to Lawry's if you're up for a long drive to Beverly Hills.",1
